Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
NA,NA,NA,NA,Discussion,26024R,60,1:00-1:50pm,Friday,25,23,0,Kristen Tran,ONLINE
NA,NA,NA,NA,Discussion,26026R,60,10:00-10:50am,Friday,25,25,0,Kristen Tran,ONLINE
NA,NA,NA,NA,Discussion,26028R,60,6:00-6:50pm,Tuesday,25,25,0,Mohammad Islamul Haque,ONLINE
NA,NA,NA,NA,Discussion,26030R,60,6:00-6:50pm,Thursday,25,22,0,Mohammad Islamul Haque,ONLINE
NA,NA,NA,NA,Discussion,26032R,60,11:00-11:50am,Friday,25,24,0,Nicolas Roig,ONLINE
NA,NA,NA,NA,Discussion,26038R,60,2:00-2:50pm,Friday,25,22,0,Nicolas Roig,ONLINE
NA,NA,NA,NA,Lecture,26320R,60,3:30-4:45pm,"Tue, Thu",100,95,0,Brijesh Pinto,ONLINE
NA,NA,NA,NA,Discussion,26321R,60,6:00-6:50pm,Tuesday,25,21,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26322R,60,6:00-6:50pm,Thursday,26,24,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26323R,60,10:00-10:50am,Friday,25,25,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26324R,60,11:00-11:50am,Friday,25,25,0,NA,ONLINE
NA,NA,NA,NA,Lecture,26001R,60,8:30-9:50am,"Mon, Wed",100,64,0,Manochehr Rashidian,ONLINE
NA,NA,NA,NA,Discussion,26002R,60,6:00-6:50pm,Wednesday,25,15,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26003R,60,6:00-6:50pm,Thursday,25,9,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26006R,60,11:00-11:50am,Friday,25,22,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26010R,60,6:00-6:50pm,Monday,25,18,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26046R,60,9:00-9:50am,Friday,25,23,0,Dario Laudati,ONLINE
NA,NA,NA,NA,Discussion,26048R,60,10:00-10:50am,Friday,25,22,0,Dario Laudati,ONLINE
NA,NA,NA,NA,Discussion,26058R,60,6:00-6:50pm,Monday,25,24,0,Thomas Ash,ONLINE
NA,NA,NA,NA,Discussion,26059R,60,6:00-6:50pm,Thursday,25,24,0,Thomas Ash,ONLINE
NA,NA,NA,NA,Lecture,26062R,60,2:00-3:15pm,"Mon, Wed",80,73,0,Jamie Meza-Cordero,ONLINE
NA,NA,NA,NA,Discussion,26065R,60,10:00-10:50am,Friday,25,15,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26072R,60,6:00-6:50pm,Tuesday,25,23,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26076R,60,11:00-11:50am,Friday,25,17,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26078R,60,6:00-6:50pm,Wednesday,25,18,0,NA,ONLINE
NA,NA,NA,NA,Lecture,26079R,60,6:00-7:15pm,"Mon, Wed",49,25,0,Jamie Meza-Cordero,ONLINE
NA,NA,NA,NA,Discussion,26080R,60,6:00-6:50pm,Tuesday,25,17,0,NA,ONLINE
NA,NA,NA,NA,Discussion,26081R,60,6:00-6:50pm,Thursday,24,8,0,NA,ONLINE
NA,NA,NA,NA,Discussion,32607D,60,4:00-4:50pm,Monday,21,21,0,Nicholas Bredie,ONLINE
NA,NA,NA,NA,Discussion,32608D,60,5:00-5:50pm,Monday,21,21,0,Nicholas Bredie,ONLINE
NA,NA,NA,NA,Discussion,32609D,60,12:00-12:50pm,Wednesday,21,20,0,Piotr Florczyk,ONLINE
NA,NA,NA,NA,Discussion,32610D,60,1:00-1:50pm,Wednesday,21,21,0,Piotr Florczyk,ONLINE
NA,NA,NA,NA,Discussion,32611D,60,11:00-11:50am,Tuesday,21,21,0,Stephanie Horvath,ONLINE
NA,NA,NA,NA,Discussion,32612D,60,12:00-12:50pm,Tuesday,21,21,0,Stephanie Horvath,ONLINE
NA,NA,NA,NA,Discussion,32621D,60,12:00-12:50pm,Tuesday,25,23,0,Julian Suhr,ONLINE
NA,NA,NA,NA,Discussion,32622D,60,9:00-9:50am,Tuesday,25,24,0,Julian Suhr,ONLINE
NA,NA,NA,NA,Discussion,32623D,60,9:00-9:50am,Thursday,25,22,0,Justin Bortnick,ONLINE
NA,NA,NA,NA,Discussion,32624D,60,1:00-1:50pm,Thursday,26,26,0,Justin Bortnick,ONLINE
NA,NA,NA,NA,Discussion,32625D,60,9:00-9:50am,Friday,25,23,0,Sylvia Lydon,ONLINE
NA,NA,NA,NA,Discussion,32626D,60,10:00-10:50am,Friday,25,24,0,Sylvia Lydon,ONLINE
NA,NA,NA,NA,Lecture,32636D,60,11:00-12:20pm,"Tue, Thu",19,12,0,Lawrence Green,ONLINE
NA,NA,NA,NA,Lecture,32637D,60,12:00-12:50pm,MWF,20,20,0,Ben Levine,ONLINE
NA,NA,NA,NA,Lecture,32641D,60,1:00-1:50pm,MWF,19,16,0,Ashley Cohen,ONLINE
NA,NA,NA,NA,Lecture,32642D,1,9:30-10:50am,"Tue, Thu",19,19,0,Erika Wright,THH301 & ONLINE
NA,NA,NA,NA,Lecture,32646D,60,10:00-10:50am,MWF,19,19,0,Aaron Winslow,ONLINE
NA,NA,NA,NA,Lecture,32647D,60,12:00-12:50pm,MWF,19,13,0,Kerry Ingram,ONLINE
NA,NA,NA,NA,Lecture,32648D,60,11:00-11:50am,MWF,19,17,0,Rick Berg,ONLINE
NA,NA,NA,NA,Discussion,32664D,60,12:00-12:50pm,Wednesday,21,21,0,Carrie Guss,ONLINE
NA,NA,NA,NA,Discussion,32665D,60,1:00-1:50pm,Wednesday,21,20,0,Carrie Guss,ONLINE
NA,NA,NA,NA,Discussion,32666D,60,9:00-9:50am,Thursday,21,20,0,Allison Silverberg,ONLINE
NA,NA,NA,NA,Discussion,32667D,60,10:00-10:50am,Thursday,21,19,0,Allison Silverberg,ONLINE
NA,NA,NA,NA,Discussion,32668D,60,11:00-11:50am,Friday,21,21,0,Diana Arterian,ONLINE
NA,NA,NA,NA,Discussion,32669D,60,12:00-12:50pm,Friday,21,20,0,Diana Arterian,ONLINE
NA,Exploring US Regional Cultures Through Contemporary Novels,NA,4,Lecture,32707D,60,9:30-10:50am,"Tue, Thu",12,12,0,Andrew Chater,ONLINE
NA,NA,NA,NA,Lecture,32861D,60,11:00-11:50am,MWF,19,18,0,David Roman,ONLINE
NA,NA,NA,NA,Lecture,33001R,60,12:30-1:50pm,"Tue, Thu",40,40,0,David Ginsburg,ONLINE
NA,NA,NA,NA,Lecture,33002R,60,8:00-9:20am,"Tue, Thu",40,38,0,Julie Hopper,ONLINE
NA,NA,NA,NA,Lecture,33003R,60,2:00-3:20pm,"Tue, Thu",40,38,0,Victoria Campbell-Arvai,ONLINE
NA,NA,NA,NA,Lecture,33006R,60,2:00-3:20pm,"Tue, Thu",75,74,0,Robert English,ONLINE
NA,NA,NA,NA,Discussion,33007R,60,4:00-4:50pm,Tuesday,25,25,0,Nathan Carroll,ONLINE
NA,NA,NA,NA,Discussion,33008R,60,5:00-5:50pm,Tuesday,25,25,0,Nathan Carroll,ONLINE
NA,NA,NA,NA,Discussion,33009R,60,4:00-4:50pm,Wednesday,25,25,0,Kilian Ashley,ONLINE
NA,NA,NA,NA,Discussion,33010R,60,5:00-5:50pm,Wednesday,25,25,0,Kilian Ashley,ONLINE
NA,NA,NA,NA,Discussion,33011R,60,4:00-4:50pm,Thursday,25,25,0,Ekaterina Larina,ONLINE
NA,NA,NA,NA,Discussion,33012R,60,5:00-5:50pm,Thursday,25,23,0,Ekaterina Larina,ONLINE
NA,NA,NA,NA,Discussion,34265D,60,10:00-10:50am,Friday,24,23,0,Jerome Gendrot,ONLINE
NA,NA,NA,NA,Discussion,34266D,60,11:00-11:50am,Friday,24,23,0,Jerome Gendrot,ONLINE
NA,NA,NA,NA,Discussion,34288D,60,10:00-10:50am,Friday,27,27,0,Emma Benayoun,ONLINE
NA,NA,NA,NA,Discussion,34289D,60,11:00-11:50am,Friday,24,22,0,Emma Benayoun,ONLINE
NA,NA,NA,NA,Lab,24802R,60,8:00-9:50am,Wednesday,15,12,0,Naomi Rodgers,ONLINE
NA,NA,NA,NA,Lab,24804R,60,10:00-11:50am,Wednesday,16,16,0,Naomi Rodgers,ONLINE
NA,NA,NA,NA,Lab,24806R,60,12:00-1:50pm,Tuesday,15,14,0,Abra Atwood,ONLINE
NA,NA,NA,NA,Lab,24808R,60,12:00-1:50pm,Thursday,15,14,0,William Schmidt,ONLINE
NA,NA,NA,NA,Lab,24809R,60,12:00-1:50pm,Friday,15,12,0,Naomi Rodgers,ONLINE
NA,NA,NA,NA,Lab,24812R,60,2:00-3:50pm,Tuesday,15,15,0,Abra Atwood,ONLINE
NA,NA,NA,NA,Lab,24814R,60,2:00-3:50pm,Wednesday,15,11,0,William Schmidt,ONLINE
NA,NA,NA,NA,Lab,24816R,60,2:00-3:50pm,Thursday,15,13,0,William Schmidt,ONLINE
NA,NA,NA,NA,Lab,24819R,60,4:00-5:50pm,Tuesday,15,14,0,Abra Atwood,ONLINE
NA,NA,NA,NA,Lab,24826R,60,8:00-9:50am,Tuesday,16,14,0,Xiaopeng Bian,ONLINE
NA,NA,NA,NA,Lab,24828R,60,8:00-9:50am,Wednesday,18,18,0,Rachel So,ONLINE
NA,NA,NA,NA,Lab,24830R,60,8:00-9:50am,Thursday,18,18,0,Charles Woolley,ONLINE
NA,NA,NA,NA,Lab,24833R,60,10:00-11:50am,Tuesday,16,16,0,Xiaopeng Bian,ONLINE
NA,NA,NA,NA,Lab,24834R,60,10:00-11:50am,Wednesday,17,17,0,Yun Hsin Wu,ONLINE
NA,NA,NA,NA,Lab,24835R,60,10:00-11:50am,Thursday,16,16,0,Victoria Cassady,ONLINE
NA,NA,NA,NA,Lab,24836R,60,10:00-11:50am,Friday,17,17,0,Charles Woolley,ONLINE
NA,NA,NA,NA,Lab,24837R,60,12:00-1:50pm,Tuesday,17,15,0,Yun Hsin Wu,ONLINE
NA,NA,NA,NA,Lab,24838R,60,12:00-1:50pm,Wednesday,16,16,0,Yun Hsin Wu,ONLINE
NA,NA,NA,NA,Lab,24840R,60,12:00-1:50pm,Thursday,16,14,0,Rachel So,ONLINE
NA,NA,NA,NA,Lab,24842R,60,2:00-3:50pm,Wednesday,17,14,0,Rachel So,ONLINE
NA,NA,NA,NA,Lab,24844R,60,2:00-3:50pm,Friday,16,14,0,Charles Woolley,ONLINE
NA,NA,NA,NA,Lab,24846R,60,4:00-5:50pm,Tuesday,18,17,0,Xiaopeng Bian,ONLINE
NA,NA,NA,NA,Lab,24847R,60,4:00-5:50pm,Wednesday,16,15,0,Victoria Cassady,ONLINE
NA,NA,NA,NA,Lab,24848R,60,4:00-5:50pm,Thursday,17,17,0,Victoria Cassady,ONLINE
NA,NA,NA,NA,Lab,24924R,60,8:00-9:50am,Tuesday,15,15,0,Philip-Peter Maxeiner,ONLINE
NA,NA,NA,NA,Lab,24925R,60,10:00-11:50am,Tuesday,16,16,0,Mark Peaple,ONLINE
NA,NA,NA,NA,Lab,24926R,60,10:00-11:50am,Thursday,15,15,0,Ryley Collins,ONLINE
NA,NA,NA,NA,Lab,24927R,60,12:00-1:50pm,Tuesday,15,15,0,Philip-Peter Maxeiner,ONLINE
NA,NA,NA,NA,Lab,24928R,60,12:00-1:50pm,Wednesday,16,16,0,Alex Dill,ONLINE
NA,NA,NA,NA,Lab,24929R,60,12:00-1:50pm,Thursday,16,14,0,Ryley Collins,ONLINE
NA,NA,NA,NA,Lab,24930R,60,2:00-3:50pm,Tuesday,15,14,0,Mark Peaple,ONLINE
NA,NA,NA,NA,Lab,24931R,60,2:00-3:50pm,Wednesday,16,16,0,Philip-Peter Maxeiner,ONLINE
NA,NA,NA,NA,Lab,24932R,60,2:00-3:50pm,Thursday,15,13,0,Ryley Collins,ONLINE
NA,NA,NA,NA,Lab,24934R,60,4:00-5:50pm,Tuesday,15,14,0,Mark Peaple,ONLINE
NA,NA,NA,NA,Lab,24935R,60,4:00-5:50pm,Wednesday,16,16,0,Alex Dill,ONLINE
NA,NA,NA,NA,Lab,24936R,60,4:00-5:50pm,Thursday,17,16,0,Alex Dill,ONLINE
NA,NA,NA,NA,Lab,24938R,60,8:00-9:50am,Tuesday,15,15,0,Nathaniel Kemnitz,ONLINE
NA,NA,NA,NA,Lab,24939R,60,8:00-9:50am,Thursday,15,15,0,Paul Byrne,ONLINE
NA,NA,NA,NA,Lab,24941R,60,10:00-11:50am,Tuesday,15,15,0,Nathaniel Kemnitz,ONLINE
NA,NA,NA,NA,Lab,24943R,60,10:00-11:50am,Thursday,15,15,0,Paul Byrne,ONLINE
NA,NA,NA,NA,Lab,24944R,60,10:00-11:50am,Friday,15,14,0,Shannon Brophy,ONLINE
NA,NA,NA,NA,Lab,24946R,60,12:00-1:50pm,Tuesday,15,14,0,Paul Byrne,ONLINE
NA,NA,NA,NA,Lab,24947R,60,12:00-1:50pm,Thursday,15,15,0,Shannon Brophy,ONLINE
NA,NA,NA,NA,Lab,24948R,60,2:00-3:50pm,Thursday,15,15,0,Shannon Brophy,ONLINE
NA,NA,NA,NA,Lab,24949R,60,4:00-5:50pm,Tuesday,16,16,0,Nathaniel Kemnitz,ONLINE
NA,NA,NA,NA,Discussion,24976R,60,8:00-9:50am,Wednesday,15,15,0,Phil Kong,ONLINE
NA,NA,NA,NA,Discussion,24977R,60,8:00-9:50am,Friday,15,15,0,Phil Kong,ONLINE
NA,NA,NA,NA,Discussion,24978R,60,10:00-11:50am,Wednesday,16,16,0,Kathleen Denniston,ONLINE
NA,NA,NA,NA,Discussion,24980R,60,12:00-1:50pm,Wednesday,15,15,0,Kathleen Denniston,ONLINE
NA,NA,NA,NA,Discussion,24982R,60,2:00-3:50pm,Tuesday,15,15,0,Magdalene Smith,ONLINE
NA,NA,NA,NA,Discussion,24984R,60,2:00-3:50pm,Wednesday,15,14,0,Phil Kong,ONLINE
NA,NA,NA,NA,Discussion,24986R,60,2:00-3:50pm,Friday,15,14,0,Kathleen Denniston,ONLINE
NA,NA,NA,NA,Discussion,24988R,60,4:00-5:50pm,Wednesday,15,15,0,Magdalene Smith,ONLINE
NA,NA,NA,NA,Discussion,24990R,60,4:00-5:50pm,Thursday,15,14,0,Magdalene Smith,ONLINE
NA,NA,NA,NA,Lab,24952R,60,8:00-9:50am,Wednesday,15,13,0,Maya Yanez,ONLINE
NA,NA,NA,NA,Lab,24954R,60,8:00-9:50am,Thursday,15,9,0,Maya Yanez,ONLINE
NA,NA,NA,NA,Lab,24956R,60,10:00-11:50am,Wednesday,15,15,0,Maya Yanez,ONLINE
NA,NA,NA,NA,Lab,24958R,60,10:00-11:50am,Thursday,15,14,0,Anahi Carrera,ONLINE
NA,NA,NA,NA,Lab,24960R,60,10:00-11:50am,Friday,15,10,0,Christoffel Anthonissen,ONLINE
NA,NA,NA,NA,Lab,24962R,60,2:00-3:50pm,Friday,15,11,0,Christoffel Anthonissen,ONLINE
NA,NA,NA,NA,Lab,24964R,60,2:00-3:50pm,Tuesday,15,12,0,Dannielle Fougere,ONLINE
NA,NA,NA,NA,Lab,24966R,60,2:00-3:50pm,Wednesday,15,15,0,Dannielle Fougere,ONLINE
NA,NA,NA,NA,Lab,24968R,60,2:00-3:50pm,Thursday,15,12,0,Anahi Carrera,ONLINE
NA,NA,NA,NA,Lab,24970R,60,4:00-5:50pm,Tuesday,15,13,0,Dannielle Fougere,ONLINE
NA,NA,NA,NA,Lab,24972R,60,4:00-5:50pm,Wednesday,15,15,0,Christoffel Anthonissen,ONLINE
NA,NA,NA,NA,Lab,24974R,60,4:00-5:50pm,Thursday,15,14,0,Anahi Carrera,ONLINE
NA,NA,NA,NA,Lab,24979R,1,4:00-5:50pm,Thursday,15,0,0,NA,NA
NA,NA,NA,NA,Lab,38513R,60,8:00-9:50am,Tuesday,20,19,0,Inessa Chandra,ONLINE
NA,NA,NA,NA,Lab,38515R,60,10:00-11:50am,Monday,20,19,0,Trond Sigurdsen,ONLINE
NA,NA,NA,NA,Lab,38516R,60,10:00-11:50am,Wednesday,20,20,0,Elizabeth Beachem,ONLINE
NA,NA,NA,NA,Lab,38517R,60,10:00-11:50am,Tuesday,20,20,0,Elizabeth Beachem,ONLINE
NA,NA,NA,NA,Lab,38518R,60,12:00-1:50pm,Monday,20,20,0,Inessa Chandra,ONLINE
NA,NA,NA,NA,Lab,38522R,60,12:00-1:50pm,Wednesday,21,21,0,Trond Sigurdsen,ONLINE
NA,NA,NA,NA,Lab,38528D,60,12:00-1:50pm,Tuesday,21,20,0,Elizabeth Beachem,ONLINE
NA,NA,NA,NA,Lab,38537R,60,8:00-9:50am,Thursday,20,20,0,Inessa Chandra,ONLINE
NA,NA,NA,NA,Lab,38538R,60,12:00-1:50pm,Thursday,20,20,0,Trond Sigurdsen,ONLINE
NA,NA,NA,NA,Lab,38401R,60,4:00-5:50pm,Tuesday,15,14,0,Helaine Lopes,ONLINE
NA,NA,NA,NA,Lab,38402R,60,2:00-3:50pm,Tuesday,15,15,0,Helaine Lopes,ONLINE
NA,NA,NA,NA,Lab,38403R,60,2:00-3:50pm,Thursday,15,15,0,Gudrun Floyd,ONLINE
NA,NA,NA,NA,Lab,38404R,60,9:00-10:50am,Monday,15,14,0,Gudrun Floyd,ONLINE
NA,NA,NA,NA,Lecture,38420R,1,9:00-9:50am,MWF,90,86,0,Bob Girandola,THH101 & ONLINE
NA,NA,NA,NA,Lab,38412R,60,2:00-3:50pm,Monday,18,18,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38413R,60,10:00-11:50am,Tuesday,18,17,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38414R,60,12:00-1:50pm,Tuesday,18,17,0,Helaine Lopes,ONLINE
NA,NA,NA,NA,Lab,38415R,60,8:00-9:50am,Tuesday,18,16,0,Helaine Lopes,ONLINE
NA,NA,NA,NA,Lab,38416R,60,2:00-3:50pm,Friday,18,18,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38422R,60,10:00-11:50am,Thursday,18,16,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38423R,60,10:00-11:50am,Friday,18,18,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38424R,60,12:00-1:50pm,Thursday,18,18,0,Alexis Camacho,ONLINE
NA,NA,NA,NA,Lab,38425R,60,12:00-1:50pm,Friday,18,18,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Lab,38426R,60,8:00-9:50am,Thursday,18,18,0,Joshua Carlos,ONLINE
NA,NA,NA,NA,Discussion,36981R,60,8:00-8:50am,Friday,25,23,0,Abigail Gibson Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36982R,60,9:00-9:50am,Friday,25,15,0,Abigail Gibson Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36983R,60,10:00-10:50am,Friday,25,22,0,Annabella Grant Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36984R,60,11:00-11:50am,Friday,25,18,0,Annabella Grant Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36985R,60,12:00-12:50pm,Friday,25,23,0,Lauren Kelly Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36986R,60,1:00-1:50pm,Friday,25,22,0,Lauren Kelly Lon Kurashige,ONLINE
NA,NA,NA,NA,Discussion,36910R,60,10:00-10:50am,Friday,24,18,0,Ikram Rabbani,ONLINE
NA,NA,NA,NA,Discussion,36911R,60,9:00-9:50am,Friday,25,17,0,Ikram Rabbani,ONLINE
NA,NA,NA,NA,Discussion,36962D,60,10:00-10:50am,Friday,25,25,0,Lydia Sigismondi,ONLINE
NA,NA,NA,NA,Discussion,36963R,60,11:00-11:50am,Friday,25,24,0,Lydia Sigismondi,ONLINE
NA,NA,NA,NA,Discussion,36965D,60,8:00-8:50am,Friday,25,25,0,Tahireh Hicks,ONLINE
NA,NA,NA,NA,Discussion,36966R,60,9:00-9:50am,Friday,25,24,0,Tahireh Hicks,ONLINE
NA,NA,NA,NA,Discussion,36922R,60,9:00-9:50am,Friday,25,24,0,Jillian Barndt,ONLINE
NA,NA,NA,NA,Discussion,36923R,60,10:00-10:50am,Friday,25,25,0,Jillian Barndt,ONLINE
NA,NA,NA,NA,Discussion,36924R,60,11:00-11:50am,Friday,25,24,0,Lina Nie,ONLINE
NA,NA,NA,NA,Discussion,36925R,60,12:00-12:50pm,Friday,25,23,0,Lina Nie,ONLINE
NA,NA,NA,NA,Discussion,37193R,60,10:00-10:50am,Friday,25,7,0,NA,ONLINE
NA,NA,NA,NA,Discussion,37194R,60,11:00-11:50am,Friday,24,7,0,NA,ONLINE
NA,NA,NA,NA,Discussion,37029D,60,9:00-9:50am,Friday,25,25,0,Joshua Poorman,ONLINE
NA,NA,NA,NA,Discussion,37033D,60,10:00-10:50am,Friday,25,23,0,Joshua Poorman,ONLINE
NA,NA,NA,NA,Discussion,37034D,60,11:00-11:50am,Friday,25,25,0,Carlos Parra,ONLINE
NA,NA,NA,NA,Discussion,37043D,60,10:00-10:50am,Friday,25,25,0,Carlos Parra,ONLINE
NA,NA,NA,NA,Discussion,37016R,60,9:00-9:50am,Friday,24,24,0,Julia Brown-Bernstein,ONLINE
NA,NA,NA,NA,Discussion,37017R,60,10:00-10:50am,Friday,25,24,0,Julia Brown-Bernstein,ONLINE
NA,NA,NA,NA,Discussion,37031R,60,9:00-9:50am,Friday,24,22,0,Reena Joubert,ONLINE
NA,NA,NA,NA,Discussion,37032R,60,10:00-10:50am,Friday,25,24,0,Reena Joubert,ONLINE
NA,NA,NA,NA,Discussion,37036R,60,9:00-9:50am,Friday,25,25,0,Srijita Pal,ONLINE
NA,NA,NA,NA,Discussion,37037R,60,10:00-10:50am,Friday,24,24,0,Srijita Pal,ONLINE
NA,NA,NA,NA,Discussion,37711R,60,1:00-1:50pm,Monday,25,25,0,Siu Hei Wong,ONLINE
NA,NA,NA,NA,Discussion,37712R,60,10:00-10:50am,Monday,25,25,0,Siu Hei Wong,ONLINE
NA,NA,NA,NA,Discussion,37713R,60,10:00-10:50am,Friday,25,25,0,Han-Hui Hsieh,ONLINE
NA,NA,NA,NA,Discussion,37714R,60,10:00-10:50am,Wednesday,25,25,0,Cody Brown,ONLINE
NA,NA,NA,NA,Discussion,37715R,60,1:00-1:50pm,Wednesday,25,24,0,Cody Brown,ONLINE
NA,NA,NA,NA,Discussion,37716R,60,1:00-1:50pm,Friday,25,25,0,Han-Hui Hsieh,ONLINE
NA,NA,NA,NA,Lecture,37720R,60,12:00-1:50pm,"Mon, Wed",200,190,0,Brian Rathbun,ONLINE
NA,NA,NA,NA,Discussion,37722R,60,11:00-11:50am,Monday,25,25,0,Jair Peltier,ONLINE
NA,NA,NA,NA,Discussion,37723R,60,9:00-9:50am,Tuesday,25,25,0,Jair Peltier,ONLINE
NA,NA,NA,NA,Discussion,37724R,60,2:00-2:50pm,Wednesday,25,23,0,Joshua Leung,ONLINE
NA,NA,NA,NA,Discussion,37725R,60,9:00-9:50am,Wednesday,25,24,0,Yuji Idomoto,ONLINE
NA,NA,NA,NA,Discussion,37726R,60,9:00-9:50am,Friday,25,23,0,Dat Nguyen,ONLINE
NA,NA,NA,NA,Discussion,37727R,60,11:00-11:50am,Wednesday,25,24,0,Yuji Idomoto,ONLINE
NA,NA,NA,NA,Discussion,37728R,60,11:00-11:50am,Friday,25,22,0,Joshua Leung,ONLINE
NA,NA,NA,NA,Discussion,37734R,60,1:00-1:50pm,Friday,25,19,0,Claire Crawford,ONLINE
NA,NA,NA,NA,Discussion,37735R,60,1:00-1:50pm,Tuesday,25,24,0,Claire Crawford,ONLINE
NA,NA,NA,NA,Discussion,37736R,60,9:00-9:50am,Wednesday,25,18,0,Gaea Morales,ONLINE
NA,NA,NA,NA,Discussion,34447D,60,1:00-1:50pm,Friday,25,7,0,Adam Gill,ONLINE
NA,NA,NA,NA,Discussion,34448D,60,12:00-12:50pm,Friday,19,14,0,Adam Gill,ONLINE
NA,NA,NA,NA,Discussion,38251R,60,3:30-4:20pm,Wednesday,25,24,0,NA,ONLINE
NA,NA,NA,NA,Discussion,38252R,60,3:30-4:20pm,Monday,25,25,0,NA,ONLINE
NA,NA,NA,NA,Discussion,38253R,60,4:30-5:20pm,Monday,25,25,0,NA,ONLINE
NA,NA,NA,NA,Discussion,38260R,60,4:30-5:20pm,Wednesday,25,3,0,NA,ONLINE
NA,NA,NA,NA,Discussion,38256D,60,4:00-4:50pm,Tuesday,26,26,0,Sharon Gillerman Joshua Garroway,ONLINE
NA,NA,NA,NA,Discussion,38257R,60,4:00-4:50pm,Thursday,25,22,0,Sharon Gillerman Joshua Garroway,ONLINE
NA,NA,NA,NA,Discussion,38258D,60,3:00-3:50pm,Tuesday,26,25,0,Sharon Gillerman Joshua Garroway,ONLINE
NA,NA,NA,NA,Discussion,38259R,60,3:00-3:50pm,Thursday,26,26,0,Sharon Gillerman Joshua Garroway,ONLINE
NA,NA,NA,NA,Lab,38805R,60,10:00-11:50am,Monday,20,17,0,Hajime Hoji Tsz Ming Lee,ONLINE
NA,NA,NA,NA,Lab,38806R,60,12:00-1:50pm,Monday,20,19,0,Hajime Hoji Elango Kumaran,ONLINE
NA,NA,NA,NA,Lab,38807R,60,8:30-9:50am,Friday,20,18,0,Hajime Hoji Tsz Ming Lee,ONLINE
NA,NA,NA,NA,Lab,38809R,60,12:00-1:50pm,Friday,20,19,0,Hajime Hoji Elango Kumaran,ONLINE
NA,NA,NA,NA,Lecture,38801R,60,2:00-3:20pm,"Tue, Thu",80,75,0,Hajime Hoji,ONLINE
NA,NA,NA,NA,Lab,38803R,60,10:00-11:50am,Monday,20,19,0,Hajime Hoji Charles O'Hara,ONLINE
NA,NA,NA,NA,Lab,38804R,60,8:30-9:50am,Monday,20,19,0,Hajime Hoji Charles O'Hara,ONLINE
NA,NA,NA,NA,Lab,38808R,60,10:00-11:50am,Friday,20,18,0,Hajime Hoji Jun Lyu,ONLINE
NA,NA,NA,NA,Lab,38810R,60,12:00-1:50pm,Monday,20,19,0,Hajime Hoji Jun Lyu,ONLINE
NA,NA,NA,NA,Discussion,38813R,60,11:00-11:50am,Monday,20,20,0,Kyoung sook Kim,ONLINE
NA,NA,NA,NA,Discussion,38814R,60,9:00-9:50am,Monday,20,20,0,Yifan Yang,ONLINE
NA,NA,NA,NA,Discussion,38815R,60,10:00-10:50am,Monday,20,19,0,Bhamati Dash,ONLINE
NA,NA,NA,NA,Discussion,38816R,60,8:00-8:50am,Monday,20,19,0,Yifan Yang,ONLINE
NA,NA,NA,NA,Discussion,38817R,60,9:00-9:50am,Monday,20,20,0,Bhamati Dash,ONLINE
NA,NA,NA,NA,Discussion,38819R,60,10:00-10:50am,Monday,20,20,0,Kyoung sook Kim,ONLINE
NA,NA,NA,NA,Lecture,38837D,60,12:30-1:50pm,"Tue, Thu",200,192,0,Andrew Simpson,ONLINE
NA,NA,NA,NA,Discussion,38844R,60,11:00-11:50am,Friday,20,19,0,Kyoung sook Kim,ONLINE
NA,NA,NA,NA,Discussion,38846R,60,9:00-9:50am,Friday,20,20,0,Betul Erbasi,ONLINE
NA,NA,NA,NA,Discussion,38848R,60,10:00-10:50am,Friday,20,20,0,Mairym Llorens Monteserin,ONLINE
NA,NA,NA,NA,Discussion,38850R,60,8:00-8:50am,Friday,20,19,0,Betul Erbasi,ONLINE
NA,NA,NA,NA,Discussion,38922R,60,9:00-9:50am,Friday,20,20,0,Samir Alam,ONLINE
NA,NA,NA,NA,Discussion,38924R,60,10:00-10:50am,Friday,20,20,0,Kyoung sook Kim,ONLINE
