Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
NURS-607,Theory: Family Primary Care,PMC,2.0 units,Lecture,69043D,353,1:30-2:20pm,Tuesday,14,13,0,Benita Walton-Moss,VAC
NURS-608,Clinical Practicum: Family Primary Care,MC,3.0 units,Lecture,69045D,353,12:00-1:00pm,Tuesday,7,7,0,Benita Walton-Moss,VAC
OFP-706,"TMD, Orthopedics, Rheumatology, and Physical Therapy",M,2.0 units,Lecture,24557D,100,TBA,TBA,12,5,0,Glenn Clark Mariela Padilla,ONLINE
OFP-707,Pharmacology Series,M,2.0 units,Lecture,24556D,100,TBA,TBA,12,4,0,Glenn Clark Mariela Padilla,ONLINE
OFP-730a,Case Portfolio Preparation,M,0.5 units,Lecture,24558D,100,TBA,TBA,25,5,0,Glenn Clark Mariela Padilla,ONLINE
OFPM-702b,Soft Tissue Disease for Dental Residence,P,2.0 units,Lecture,24005D,398,TBA,TBA,25,7,0,Parish Sedghizadeh Kamal Al-Eryani Glenn Clark,ONLINE
OFPM-729b,Capstone Project for OFPOM Residents,PM,0.5 units,Lecture,24045D,398,TBA,TBA,25,14,0,Reyes Enciso Glenn Clark Mariela Padilla,ONLINE
OFPM-729d,Capstone Project for OFPOM Residents,PM,0.5 units,Lecture,24047D,398,TBA,TBA,1,1,0,Reyes Enciso Glenn Clark Mariela Padilla,ONLINE
OFPM-730a,Case Portfolio Preparation by Online OFPOM Residents,M,0.5 units,Lecture,24006D,398,TBA,TBA,25,17,0,Glenn Clark Mariela Padilla,ONLINE
OFPM-730c,Case Portfolio Preparation by Online OFPOM Residents,PM,0.5 units,Lecture,24009D,398,TBA,TBA,25,8,0,Glenn Clark Mariela Padilla,ONLINE
OFPM-730e,Case Portfolio Preparation by Online OFPOM Residents,PM,0.5 units,Lecture,24046D,398,TBA,TBA,2,2,0,Glenn Clark Mariela Padilla,ONLINE
OPER-702bL,Advanced Dental Morphology for Esthetic Restorations,PMC,3.0 units,Lecture-Lab,24101D,715,TBA,TBA,10,3,0,Sillas Duarte,OFFICE
OPER-704a,Operative Dentistry and Biomaterials Literature Review,M,1.0 unit,Lecture,24102D,715,TBA,TBA,10,4,0,Sillas Duarte,OFFICE
OPER-704d,Operative Dentistry and Biomaterials Literature Review,PM,1.0 unit,Lecture,24111D,318,TBA,TBA,10,4,0,Sillas Duarte,OFFICE
OPER-705L,Dental Photography,M,1.0 unit,Lecture-Lab,24100D,715,TBA,TBA,10,4,0,Sillas Duarte,OFFICE
OPER-715bL,Applied Adhesion Sciences,PM,2.0 units,Lecture-Lab,24103D,715,TBA,TBA,10,3,0,Sillas Duarte,OFFICE
OPER-725b,Cariology,PM,1.0 unit,Lecture,24104D,715,TBA,TBA,10,3,0,Jin-Ho Phark,OFFICE
OPER-735aL,Research Methodology,M,2.0 units,Lecture-Lab,24105D,715,TBA,TBA,10,4,0,Jin-Ho Phark,OFFICE
OPER-780b,Treatment Planning in Operative Dentistry,PMC,2.0 units,Lecture,24106D,715,TBA,TBA,10,3,0,Sillas Duarte,OFFICE
OPER-780e,Treatment Planning in Operative Dentistry,PMC,2.0 units,Lecture,24109D,318,TBA,TBA,10,4,0,Sillas Duarte,OFFICE
OPER-795a,Clinic: Advanced Operative Dentistry,MC,"1.0-5.0 units, max 14",Lecture,24107D,715,TBA,TBA,10,3,0,Sillas Duarte,OFFICE
OPER-795d,Clinic: Advanced Operative Dentistry,PMC,"1.0-5.0 units, max 14",Lecture,24110D,318,TBA,TBA,10,4,0,Sillas Duarte,OFFICE
OPR-704,Oral Pathology and Maxillofacial Medicine,M,3.0 units,Lecture,24572D,100,TBA,TBA,12,12,0,Parish Sedghizadeh Kamal Al-Eryani Glenn Clark,OFFICE
OPR-730a,Case Portfolio Preparation,M,0.5 units,Lecture,24573D,100,TBA,TBA,20,12,0,Parish Sedghizadeh Kamal Al-Eryani,ONLINE
OS-512,Introduction to Chemical and Physical Oceanography,P,4.0 units,Lecture,48300R,60,10:00-11:50am,"Wed, Fri",20,13,0,Seth John,ONLINE
OT-405,Foundations: Occupation,MC,2.0 units,Lecture-Discussion,47941R,46,9:00-11:00am,Tuesday,30,13,0,Michael Mcnulty,ONLINE
OT-440L,Foundations: Kinesiology,MC,2.0 units,Lecture,47984R,46,8:30-9:45am,Thursday,30,22,0,Emily Sopkin,ONLINE
OT-500a,Clinical Problems in Occupational Therapy,M,2.0-4.0 units,Lecture,47705D,215,TBA,TBA,40,0,0,Emily Sopkin,ONLINE
OT-501L,Practice Immersion: Adult Physical Rehabilitation,M,8.0 units,Lecture,47842R,215,9:00-12:00pm,Tuesday,44,44,0,Allison Chu Jane Baumgarten,"ONLINE, ONLINE"
OT-502L,Practice Immersion: Mental Health,M,8.0 units,Lecture,47735R,215,9:00-12:00pm,Tuesday,49,47,0,Celso Delgado Jr Tessa Milman,"ONLINE, ONLINE"
OT-503L,Practice Immersion: Pediatrics,M,8.0 units,Lecture,47741R,215,9:00-12:00pm,Wednesday,46,45,0,Jesus Diaz Janet Gunter,"ONLINE, ONLINE"
OT-511,Therapeutic Use of Self,M,2.0 units,Lecture,47747R,215,1:00-3:05pm,Monday,44,44,0,Kristin Nxumalo,ONLINE
OT-515,Neuroscience of Behavior,M,4.0 units,Lecture,47750R,215,8:00-12:10pm,Monday,140,127,0,Myka Winder Christopher Laine,ONLINE
OT-518,Quantitative Research for Evidence-Based Practice,M,4.0 units,Lecture,47752R,215,1:00-5:10pm,Tuesday,44,44,0,Ashley Halle,ONLINE
OT-538,Current Issues in Practice: Adulthood and Aging,M,2.0 units,Lecture,47755R,215,2:00-4:05pm,Tuesday,30,17,0,Stacey Schepens Niemiec,ONLINE
OT-540,Leadership Capstone,M,2.0 units,Lecture,47756R,215,1:00-3:30pm,Monday,140,131,0,Mary Jordan Ashley Halle,ONLINE
OT-545,Advanced Seminar in Occupational Science,M,2.0 units,Lecture,47757R,215,8:20-10:25pm,Monday,30,23,0,Daniel Park,ONLINE
OT-560,Contemporary Issues in School-Based Practice,M,4.0 units,Lecture,47758R,215,3:30-7:40pm,Friday,40,9,0,Janet Gunter,ONLINE
OT-562,Advanced Hand Rehabilitation and Certification (PAMs),M,4.0 units,Lecture,47759R,215,8:00-12:10pm,Tuesday,20,17,0,Janice Rocker Andre Woo,OFFICE & ONLINE
OT-563,Occupational Therapy in Primary Health Care Environments,M,2.0 units,Lecture,47760R,215,9:00-11:05am,Monday,40,34,0,Samantha Valasek,ONLINE
OT-564,Sensory Processing and Sensory Integration,M,4.0 units,Lecture,47761R,215,8:00-12:10pm,Friday,60,7,0,Erna Blanche,ONLINE
OT-565,Sensory Integration Interventions,M,4.0 units,Lecture,47762R,215,8:00-12:10pm,Monday,40,25,0,Erna Blanche,OFFICE & ONLINE
OT-566,Healthcare Communication with Spanish-Speaking Clients,M,2.0 units,Lecture,47763R,215,1:00-3:05pm,Friday,45,29,0,Celso Delgado Jr,ONLINE
OT-567,Contemporary Issues: Occupational Therapy in Early Intervent,M,4.0 units,Lecture,47764R,215,4:00-8:10pm,Monday,40,25,0,Jenna Kobara,ONLINE
OT-568,Sensory Processing and Sensory Integration: Special Topics,M,4.0 units,Lecture,47765R,215,4:30-8:40pm,Wednesday,40,10,0,Stefanie Bodison,ONLINE
OT-571,Assistive Technology,M,4.0 units,Lecture,47766R,215,8:00-12:10pm,Monday,40,8,0,Colin Lenington,OFFICE & ONLINE
OT-572,Ergonomics,M,4.0 units,Lecture,47767R,215,4:00-8:10pm,Monday,30,7,0,Marissa Marchioni,OFFICE & ONLINE
OT-573,Hand Rehabilitation,M,4.0 units,Lecture,47768R,215,5:30-9:40pm,Wednesday,50,33,0,Lisa Deshaies,OFFICE & ONLINE
OT-574,Enhancing Motor Control for Occupation,M,4.0 units,Lecture,47769D,215,5:30-9:40pm,Tuesday,40,22,0,Remy Chu Heidi Dombish,OFFICE & ONLINE
OT-575,Dysphagia Across the Lifespan: Pediatrics Through Geriatrics,M,2.0 units,Lecture,47871R,259,5:00-9:10pm,Thursday,55,51,0,Pam Roberts Joan Surfus,OFFICE & ONLINE
OT-577,Seminar in Occupational Therapy,M,2.0 units,Lecture,47872R,273,5:00-9:10pm,Thursday,30,22,0,Michael Mcnulty,ONLINE
OT-578,Therapeutic Communication: Facilitating Change in Clients,MC,4.0 units,Lecture-Discussion,47771R,215,8:00-12:10pm,Friday,30,23,0,Jesus Diaz,ONLINE
OT-579,Occupational Therapy in Adult-Neurorehabilitation,MC,4.0 units,Lecture-Lab,47772R,215,4:30-8:40pm,Tuesday,40,38,0,Allison Chu,OFFICE & ONLINE
OT-583,Current Applications of Lifestyle Redesign,MC,4.0 units,Lecture-Discussion,47773R,215,3:30-7:40pm,Friday,62,15,0,Camille Dieterle,ONLINE
OT-586,Fieldwork with Seminar,M,"1.0-2.0 units, max 6",Lecture,47774D,215,TBA,TBA,25,0,0,Clarissa Saunders-Newton Deanna Mannarelli,ONLINE
OT-590,Directed Research,M,1.0-12.0 units,Lecture,47776D,215,TBA,TBA,15,2,0,Tessa Milman,ONLINE
OT-620,Current Issues in Occupational Science and Occupational Therapy,MC,4.0 units,Lecture,47809R,215,9:00-1:10pm,Friday,42,38,0,Tessa Milman,ONLINE
OT-621,Occupational Therapy Leadership: Contemporary Issues,MC,4.0 units,Lecture,47811R,215,9:00-1:10pm,Monday,30,16,0,Susan Bowles,ONLINE
OT-660,Research Practicum,M,2.0 units,Lecture,47864D,215,TBA,TBA,15,9,0,Shawn Roll,ONLINE
OT-686,Residency,M,"6.0-12.0 units, max 24",Lecture,47814D,215,TBA,TBA,90,0,0,Sarah Bream,OFFICE & ONLINE
OT-790,Research,M,1.0-12.0 units,Lecture,47815D,215,TBA,TBA,5,1,0,Julie Mclaughlin Gray,ONLINE
PATH-570b,Seminar in Pathology,P,1.0 unit,Lecture,40859D,46,1:00-2:30pm,Friday,25,3,0,Florence Hofman Andre Ouellette,ONLINE
PATH-570c,Seminar in Pathology,P,1.0 unit,Lecture,40864D,46,1:00-2:30pm,Friday,25,1,0,Florence Hofman Andre Ouellette,ONLINE
PATH-572,Medical Physiology I,C,4.0 units,Lecture,40673D,46,3:30-5:00pm,MTuTh,46,12,0,Harvey Kaslow Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews John Wood Michael Bowdish Georgina Gyarmati Alicia McDonough Janos Peti Peterdi Kenneth Hallows Wei Li Beiyun Zhou Thomas Keens Laura Perin Gallandt,ONLINE
PCPA-503,Behavioral Sciences I,M,4.0 units,Lecture,41253R,62,TBA,TBA,60,59,0,Amanda Ingalls Lillie Hudson Corinne Feldman Kevin Lohenry Alberto Vallejo Jennifer Ramos Maria Maldonado,OFFICE
PCPA-509,Behavioral Sciences III,PM,4.0 units,Lecture,41257R,62,TBA,TBA,59,58,0,Corinne Feldman Amanda Ingalls Kevin Lohenry Lillie Hudson Jennifer Ramos,OFFICE
PCPA-523,Clinical Skills I,M,4.0 units,Lecture,41260R,62,TBA,TBA,60,59,0,Janice Tramel Lillie Hudson Corinne Feldman Kevin Lohenry Jennifer Ramos,OFFICE & ONLINE
PCPA-529,Clinical Skills III,PM,4.0-6.0 units,Lecture,41265R,62,TBA,TBA,59,0,0,Janice Tramel Mitzi D'Aquila Chloe Powell Darryl Mayo Corinne Feldman Kevin Lohenry Lillie Hudson Jennifer Ramos,TBA
PCPA-530,Basic Medical Sciences I,M,3.0 units,Lecture,41268R,62,TBA,TBA,60,59,0,Alberto Vallejo Sae Ma Amanda Ingalls Lillie Hudson Corinne Feldman Kevin Lohenry Jennifer Ramos,OFFICE & ONLINE
PCPA-536,PA Critical Thinking Course I,M,1.0 unit,Lecture,41255R,62,TBA,TBA,60,59,0,Jennifer Ramos Corinne Feldman Kevin Lohenry Amanda Ingalls,OFFICE
PCPA-538,PA Critical Thinking Course III,PM,1.0 unit,Lecture,41275R,62,TBA,TBA,60,0,0,Jennifer Ramos Amanda Ingalls Corinne Feldman Kevin Lohenry,OFFICE
PCPA-543,Topics in Medicine I,M,6.0 units,Lecture,41272R,62,TBA,TBA,60,59,0,Lillie Hudson Amanda Ingalls Sae Ma Corinne Feldman Kevin Lohenry Jennifer Ramos,OFFICE
PCPA-549,Topics in Medicine III,PM,6.0 units,Lecture,41277R,62,TBA,TBA,59,58,0,Amanda Ingalls Sae Ma Corinne Feldman Kevin Lohenry Lillie Hudson Jennifer Ramos,OFFICE
PEDO-702b,Comprehensive Review of Pediatric Dentistry,P,"0.0-7.0 units, max 5",Lecture,24217D,11,TBA,TBA,15,10,0,Alexander Alcaraz,OFFICE
PEDO-703d,Interceptive Orthodontics,P,2.0-5.0 units,Lecture,24209D,11,TBA,TBA,15,10,0,John Kishibay Alexander Alcaraz,OFFICE
PEDO-772d,Clinic: Interceptive Orthodontics,P,1.0-3.0 units,Lecture,24214D,11,TBA,TBA,15,10,0,John Kishibay Alexander Alcaraz,OFFICE
PEDO-790b,Directed Research: Pediatric Dentistry,P,"0.0-6.0 units, max 5",Lecture,24222D,11,TBA,TBA,15,10,0,Alexander Alcaraz,OFFICE
PERI-701b,Seminar: Review of Current Periodontal Literature,P,"0.0-3.0 units, max 3",Lecture,24256D,370,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-704d,Seminar: Periodontal Therapy,P,2.0 units,Lecture,24259D,370,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-704h,Seminar: Periodontal Therapy,P,2.0 units,Lecture,24266D,394,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-713d,Treatment Planning in Periodontics,P,2.0 units,Lecture,24261D,370,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-713h,Treatment Planning in Periodontics,P,2.0 units,Lecture,24264D,394,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-761d,Clinic: Advanced Periodontics,P,1.0-10.0 units,Lecture,24263D,370,TBA,TBA,10,4,0,Kian Kar,OFFICE
PERI-761h,Clinic: Advanced Periodontics,P,1.0-10.0 units,Lecture,24268D,394,TBA,TBA,10,4,0,Kian Kar,OFFICE
PHBI-524,Advanced Overview of Neurosciences,PC,4.0 units,Lecture,47654D,60,11:10-1:00pm,"Tue, Thu",45,19,0,Jeannie Chen Jason Zevin,ONLINE
PHBI-572,Medical Physiology I,C,4.0 units,Lecture,40673D,46,3:30-5:00pm,MTuTh,46,12,0,Harvey Kaslow Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews John Wood Michael Bowdish Georgina Gyarmati Alicia McDonough Janos Peti Peterdi Kenneth Hallows Wei Li Beiyun Zhou Thomas Keens Laura Perin Gallandt,ONLINE
PHED-120b,Yoga,P,1.0 unit,Lecture,49967R,60,11:00-11:50am,"Mon, Wed",15,14,0,Isabelle Pilliere Mazumdar,ONLINE
PHIL-122b,Reasoning and Argument,P,2.0 units,Lecture,49346R,664,5:00-6:50pm,"Tue, Thu",25,18,0,Andrew Stewart,ONLINE
PHIL-452,Modal Logic,P,4.0 units,Lecture,49572R,60,12:30-1:50pm,"Tue, Thu",30,9,0,Gabriel Uzquiano,ONLINE
PHIL-472,Moral Philosophy,PMC,4.0 units,Lecture,49583R,60,2:00-3:20pm,"Mon, Wed",30,6,0,Jonathan Quong,ONLINE
PHIL-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,49593D,1,TBA,TBA,5,2,0,Scott Soames,OFFICE
PHIL-494,Senior Thesis,C,4.0 units,Lecture,49597D,1,TBA,TBA,5,1,0,Janet Levin,OFFICE
PHIL-593x,Teaching Philosophy,MC,2.0 units,Lecture,49649D,60,12:00-2:20pm,Friday,8,5,0,Shieva Kleinschmidt,ONLINE
PHIL-594a,Master's Thesis,C,2.0 units,Lecture,49650D,1,TBA,TBA,5,1,0,Jacob Nebel,OFFICE
PHIL-700x,Dissertation Seminar,MC,"2.0 units, max 12",Lecture,49672R,60,4:30-6:50pm,Tuesday,20,6,0,Zoe Johnson king,ONLINE
PHRD-555,Pharmacy Education 1,C,2.0 units,Lecture,48577R,4,12:00-1:00pm,Thursday,13,12,0,Angel P Tabancay Jr,ONLINE
PHYS-135aLg,Physics for the Life Sciences,P,4.0 units,Lecture,50340R,60,8:30-9:50am,"Mon, Wed",105,86,0,Dennis Nemeschansky,ONLINE
PHYS-135aLg,Physics for the Life Sciences,P,4.0 units,Lecture,50340R,60,8:30-9:50am,"Mon, Wed",105,86,0,Dennis Nemeschansky,ONLINE
PHYS-135aLg,Physics for the Life Sciences,P,4.0 units,Lecture,50340R,60,8:30-9:50am,"Mon, Wed",105,86,0,Dennis Nemeschansky,ONLINE
PHYS-135bL,Physics for the Life Sciences,P,4.0 units,Lecture,50362R,60,12:00-12:50pm,MWF,140,130,0,Christopher Sutherland,ONLINE
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,P,4.0 units,Lecture,50380R,60,10:00-10:50am,MWF,143,118,0,Vahe Peroomian,ONLINE
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,P,4.0 units,Lecture,50380R,60,10:00-10:50am,MWF,143,118,0,Vahe Peroomian,ONLINE
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,P,4.0 units,Lecture,50380R,60,10:00-10:50am,MWF,143,118,0,Vahe Peroomian,ONLINE
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,P,4.0 units,Lecture,50400R,60,11:00-12:20pm,"Tue, Thu",95,51,0,Nicolas Moure,ONLINE
PHYS-153L,Fundamentals of Physics III: Optics and Modern Physics,P,4.0 units,Lecture,50420R,60,9:00-9:50am,MWF,72,40,0,Christopher Gould,ONLINE
PHYS-162L,Advanced Principles of Physics II,P,4.0 units,Lecture,50550D,60,2:00-3:50pm,"Tue, Thu",93,52,0,Gene Bickers,ONLINE
PHYS-172L,"Applied Physics II: Electricity, Magnetism and Optics",P,4.0 units,Lecture,50785D,60,10:00-10:50am,"Mon, Wed",72,35,0,Stephan Haas,ONLINE
PHYS-173L,Applied Physics III: Topics in Modern Physics,P,4.0 units,Lecture,50790D,60,10:00-10:50am,"Mon, Wed",72,24,0,Paolo Zanardi Todd Brun,ONLINE
PHYS-304,Mechanics,P,4.0 units,Lecture,50500D,60,8:00-9:50am,"Tue, Thu",52,38,0,Marcin Abram,ONLINE
PHYS-408a,Electricity and Magnetism,P,4.0 units,Lecture,50506D,60,10:00-11:20am,MWF,46,42,0,Rosa Di Felice,ONLINE
PHYS-438b,Introduction to Quantum Mechanics and its Applications,P,4.0 units,Lecture,50512R,60,10:00-11:50am,"Tue, Thu",35,28,0,Eli Levenson-Falk,ONLINE
PHYS-492L,Senior Lab,P,4.0 units,Lecture,50518D,60,1:00-1:50pm,"Tue, Thu",18,16,0,Jack Feinberg,ONLINE
PHYS-508b,Advanced Electricity and Magnetism,P,3.0 units,Lecture,50608R,60,2:00-3:50pm,"Mon, Wed",24,8,0,Clifford Johnson,ONLINE
PHYS-558b,Quantum Mechanics,P,3.0 units,Lecture,50628R,60,2:00-3:50pm,"Tue, Thu",24,4,0,Robin Shakeshaft,ONLINE
PJMT-500,Principles of Project Management,MC,2.0 units,Lecture,13900D,988,5:30-7:00pm,Tuesday,40,26,0,John Jones Michael Chen Christopher Montante,ONLINE
PJMT-505,Requirements Elicitation and Business Analysis,MC,2.0 units,Lecture,13904D,988,5:30-7:00pm,Wednesday,40,17,0,Michael Fanning Michael Chen Christopher Montante Nicolas Perez,ONLINE
PJMT-510,Schedule Management,MC,2.0 units,Lecture,13908D,988,5:30-7:00pm,Thursday,40,19,0,James Deiner Michael Chen Christopher Montante Nicolas Perez,ONLINE
PJMT-515,Cost Estimation and Forecasting,MC,2.0 units,Lecture,13912D,981,5:30-7:00pm,Wednesday,40,22,0,Michael Faia,ONLINE
PJMT-520,Risk Management,MC,2.0 units,Lecture,13916D,988,5:30-7:00pm,Wednesday,40,23,0,Stanley Lewis Michael Chen Christopher Montante,ONLINE
PJMT-525,Agile Project Management Methodologies,MC,2.0 units,Lecture,13920D,988,5:30-7:00pm,Thursday,40,25,0,Bria White Michael Chen Christopher Montante Nicolas Perez,ONLINE
PJMT-530,Quality and Process Improvement,MC,2.0 units,Lecture,13924D,988,5:30-7:00pm,Wednesday,40,20,0,Steve Kao Michael Chen Christopher Montante Nicolas Perez,ONLINE
PJMT-535,Specialized Project Management,MC,2.0 units,Lecture,13928D,981,5:30-7:00pm,Tuesday,40,21,0,Michael Fanning,ONLINE
PJMT-540,Organizational Change Management and Business Relationships,MC,2.0 units,Lecture,13932D,988,5:30-7:00pm,Thursday,40,23,0,Jennifer Baker Michael Chen Christopher Montante Nicolas Perez,ONLINE
PJMT-545,Program Management,MC,2.0 units,Lecture,13936D,988,5:30-7:00pm,Wednesday,40,15,0,Laureen Pfizenmaier Michael Chen Christopher Montante,ONLINE
PJMT-550,Portfolio Management,MC,2.0 units,Lecture,13940D,988,5:30-7:00pm,Thursday,40,31,0,Michael Hannan Michael Chen Christopher Montante,ONLINE
PJMT-555,Project Management Capstone,MC,2.0 units,Lecture,13944D,981,5:30-7:00pm,Thursday,40,22,0,Kaali Dass,ONLINE
PLUS-661,Politics and Process of Urban Development,M,2.0 units,Lecture,51543D,919,5:30-6:30pm,Thursday,25,18,0,Nashia Lalani,ONLINE
PLUS-662,Planning and Development Case Study,M,1.0 unit,Lecture,51530D,545,TBA,TBA,25,18,0,Allan Kotin,ONLINE
PLUS-663,Designing Livable Environments I,M,1.0 unit,Lecture,51531D,545,TBA,TBA,25,19,0,Elizabeth Falletta,ONLINE
PLUS-664,Urban Political Economy and Urban Development,PM,2.0 units,Lecture,51546D,919,5:30-6:30pm,Monday,25,17,0,Nicole Kuklok-Waldman,ONLINE
PLUS-665,Economics for a Productive City,M,3.0 units,Lecture,51548D,919,5:30-6:45pm,Wednesday,25,20,0,Christine Cooper,ONLINE
PLUS-667,Effective Engagement with Stakeholders,M,3.0 units,Lecture,51560D,919,5:30-6:45pm,Wednesday,25,11,0,Katherine Cole,ONLINE
PLUS-668,Big Data for Planning and Development,M,2.0 units,Lecture,51562D,919,5:30-6:30pm,Thursday,25,11,0,Andrzej Rutkowski,ONLINE
PLUS-669,Designing Livable Environments II,PM,1.0 unit,Lecture,51532D,545,TBA,TBA,25,14,0,Elizabeth Falletta,ONLINE
PLUS-670,Communicating Data for Planning and Development,M,1.0 unit,Lecture,51533D,545,TBA,TBA,50,14,0,Dowell Myers,ONLINE
PLUS-671,Leading a Collaborative City,M,4.0 units,Lecture,51564D,919,5:30-8:20pm,Tuesday,25,13,0,Erica Jacquez,ONLINE
PLUS-672,Integrating Concepts for Action,M,1.0 unit,Lecture,51566D,919,5:30-6:30pm,Wednesday,25,14,0,Nashia Lalani,ONLINE
PM-507,Public Health Services Research Methods,P,4.0 units,Lecture,41088D,46,1:00-4:25pm,Thursday,23,9,0,Albert Farias,ONLINE
PM-511bL,Data Analysis,P,4.0 units,Lecture,41070D,46,12:30-2:25pm,Tuesday,35,30,0,Wendy Mack,ONLINE
PM-511cL,Data Analysis,P,4.0 units,Lecture,41081D,46,9:00-10:55am,Thursday,30,27,0,Sandrah Eckel,ONLINE
PM-517a,Research Methods in Epidemiology,P,4.0 units,Lecture,41121D,46,9:30-12:30pm,Monday,27,9,0,Victoria Cortessis,ONLINE
PM-529,Environmental Health: An Epidemiological Approach,P,4.0 units,Lecture,41237D,407,TBA,TBA,32,31,0,Tracy Bastain Rima Habre,ONLINE
PM-537,Chronic Disease Epidemiology,P,4.0 units,Lecture,41091D,46,2:00-6:00pm,Monday,35,18,0,Victoria Cortessis,ONLINE
PM-572,Medical Physiology I,C,4.0 units,Lecture,40673D,46,3:30-5:00pm,MTuTh,46,12,0,Harvey Kaslow Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews John Wood Michael Bowdish Georgina Gyarmati Alicia McDonough Janos Peti Peterdi Kenneth Hallows Wei Li Beiyun Zhou Thomas Keens Laura Perin Gallandt,ONLINE
PM-588,The Practice of Epidemiology,P,4.0 units,Lecture,41181D,46,9:00-11:00am,Tuesday,20,10,0,Myles Cockburn,ONLINE
PM-594b,Master's Thesis,P,2.0 units,Lecture,41186D,46,TBA,TBA,25,9,0,Kimberly Siegmund,OFFICE
PM-594z,Master's Thesis,P,0.0 units,Lecture,41187D,46,TBA,TBA,25,4,0,Kimberly Siegmund,OFFICE
PM-595,Internship for Curricular Practical Training,C,"1.0-3.0 units, max 3",Lecture,41189D,46,TBA,TBA,20,0,0,Luanne Rohrbach,OFFICE
PM-603,Structural Equation Modeling,P,4.0 units,Lecture,41183D,46,10:00-2:00pm,Tuesday,15,6,0,Jimi Huh Trevor Pickering,ONLINE
PM-610,Seminar in Biostatistics and Epidemiology,C,"1.0 units, max 4",Lecture,41202D,46,1:00-2:25pm,Thursday,30,10,0,Kimberly Siegmund Victoria Cortessis,ONLINE
PM-615,Intervention Research Grant Proposal Development,P,4.0 units,Lecture,41126D,46,10:00-2:00pm,Thursday,10,0,0,Jennifer Unger,ONLINE
PM-690b,Directed Research in Health Behavior,P,2.0 units,Lecture,41206D,46,TBA,TBA,15,2,0,Jennifer Unger,OFFICE
PM-690c,Directed Research in Health Behavior,P,2.0 units,Lecture,41208D,46,TBA,TBA,15,0,0,Jennifer Unger,OFFICE
PM-690d,Directed Research in Health Behavior,P,2.0 units,Lecture,41210D,46,TBA,TBA,10,0,0,Jennifer Unger,OFFICE
PM-690z,Directed Research In Health Behavior,P,0.0 units,Lecture,41212D,46,TBA,TBA,10,0,0,Jennifer Unger,OFFICE
PM-794b,Doctoral Dissertation,P,2.0 units,Lecture,41224D,46,TBA,TBA,10,2,0,Jennifer Unger,OFFICE
PM-794c,Doctoral Dissertation,P,2.0 units,Lecture,41228D,46,TBA,TBA,10,1,0,Jennifer Unger,OFFICE
PM-794d,Doctoral Dissertation,P,2.0 units,Lecture,41232D,46,TBA,TBA,10,0,0,Jennifer Unger,OFFICE
PM-794z,Doctoral Dissertation,P,0.0 units,Lecture,41236D,46,TBA,TBA,10,3,0,Jennifer Unger,OFFICE
PMEP-596,Internship for Curricular Practical Training,C,"1.0-3.0 units, max 3",Lecture,48996D,5,TBA,TBA,20,0,0,Seth Seabury,OFFICE
PMEP-794b,Doctoral Dissertation,P,2.0 units,Lecture,48982D,5,TBA,TBA,25,4,0,Seth Seabury,OFFICE & ONLINE
PMEP-794c,Doctoral Dissertation,P,2.0 units,Lecture,48984D,5,TBA,TBA,30,1,0,Seth Seabury,OFFICE & ONLINE
PMEP-794d,Doctoral Dissertation,P,2.0 units,Lecture,48986D,46,TBA,TBA,25,0,0,Seth Seabury,OFFICE & ONLINE
PMEP-794z,Doctoral Dissertation,P,0.0 units,Lecture,48988D,5,TBA,TBA,30,0,0,Seth Seabury,OFFICE & ONLINE
POIR-555,Democracy and Democratization in Comparative Perspective,C,4.0 units,Lecture,52325D,60,5:00-7:50pm,Wednesday,15,3,0,Gerardo Munck,ONLINE
POIR-593,Practicum in Teaching Politics and International Relations,C,2.0 units,Lecture,52341D,60,2:00-3:50pm,Friday,16,15,0,Jefferey Sellers,ONLINE
POIR-610,Research Design,C,4.0 units,Lecture,52301D,60,2:00-4:50pm,Tuesday,20,12,0,Sherry Zaks,ONLINE
POIR-611,Introduction to Regression Analysis,C,4.0 units,Lecture,52302D,60,2:00-4:50pm,Wednesday,20,10,0,Pablo Barbera-Aranguena,ONLINE
POIR-620,American Politics and Policy Processes,C,4.0 units,Lecture,52310D,60,2:00-4:50pm,Monday,20,3,0,Ann Crigler,ONLINE
POIR-640,Comparative Politics,C,4.0 units,Lecture,52316D,60,2:00-4:50pm,Thursday,14,5,0,Jefferey Sellers,ONLINE
