First Name,Last Name,Department,Rating Class,Overall Rating
Dana,Milstein,Writing,good,4.7
Emmy,Min,Education,good,5.0
Darshana,Mini,Gender Studies,good,4.7
Stanislav,Minsker,Mathematics,average,3.0
Toben,Mintz,Linguistics,poor,1.4
Toby,Mintz,Psychology,good,4.7
Maxine,Mintzer,Social Work,poor,1.0
Milan,Miric,Business,average,3.0
Jelena,Mirkovic,Computer Science,good,4.0
Michael,Mische,Management,good,4.0
Alyson,Mischel,Social Work,good,4.5
Elizabeth,Misener,Social Work,good,4.6
Nadia,Mishael,Social Work,good,4.4
Jennifer,Misran,French  Italian,good,4.5
Sam,Mistrano,Social Work,good,4.5
Denis,Mitchell,Psychology,good,3.6
Joshua,Mitchell,American Studies,good,3.7
Kenneth,Mitchell,Theatre,good,5.0
Urbashi,Mitra,Engineering,poor,2.5
Sanjit,Mitra,Engineering,poor,2.0
Alan,Mittelstaedt,Journalism,good,4.8
Erin,Mizrahi,Writing,good,4.8
Miya,Mizuta ,Art History,poor,2.3
Tania,Modleski,English,average,3.4
Jeff,Moeller,Journalism,good,5.0
James,Moffet,Biological Sciences,good,4.5
Saeed,Mohasseb,Business,poor,1.0
Sarah,Mojarad,Engineering,good,4.5
Andreas,Molisch,Engineering,poor,1.5
Henrike,Moll,Psychology,good,4.5
Patience,Moll,Thematic Option,poor,2.1
Melissa,Mollard,Social Work,average,3.0
Myat,Mon,Economics,average,3.0
Manuel,Monge,Engineering,poor,1.0
Steve,Monte,Social Work,good,3.5
Rose,Monteiro,Social Work,average,2.5
John,Monterosso,Psychology,good,4.2
Veronica,Montes,Sociology,good,4.5
Susan,Montgomery,Mathematics,poor,2.2
Mark,Moore,Economics,average,3.2
Erin,Moore,Anthropology,average,2.6
Sadie,Moore,Anthropology,poor,2.3
Heather,Moore,Social Work,average,2.8
G. Alexander,Moore,Anthropology,average,2.5
Jennifer,Moore,Chemistry,poor,1.0
Eugenia,Mora-Flores,Education,good,5.0
Hadi,Moradi,Computer Science,poor,2.0
Julio,Moran,Journalism,average,3.0
Carlos,Moran,Social Work,good,4.7
Camila,Moreiras-Vilaros,Spanish,good,5.0
Ivan,Moreno,Engineering,good,3.5
William,Morgan,Occupational Therapy,good,5.0
Alaina,Morgan,History,good,4.5
Kimberly,Morris,Occupational Therapy,good,5.0
Brittani,Morris,Social Work,good,4.5
Nomi,Morris,Journalism,good,4.0
Marlene,Morris Towns,Marketing,average,2.8
Kim,Morris-Eggleston,Occupational Therapy,good,4.3
Leah,Morrison,Music,good,4.5
Fred,Morstatter,Computer Science,good,5.0
Richard,Mosk,Law,good,5.0
Ceci,Moss,Art History,poor,1.8
Kelsey,Moss,Religion,good,5.0
Nicolas,Moure,Physics & Astronomy,good,3.8
Steve,Moyer,Finance,good,4.3
Thomas,Mueller,Fine Arts,good,5.0
Brendan,Muha,Architecture,average,2.9
Gourab,Mukherjee,Applied Business Statistics,average,3.4
Indra,Mukhopadhyay,Writing,good,4.4
Christopher,Mulligan,Social Work,good,4.2
Brighde,Mullins,English,good,5.0
Jonathan,Mullins,French & Italian,good,4.7
Cara,Mullio,Policy Planning & Development,good,4.0
Martin,Mullis,Biological Sciences,good,5.0
Min,Mun,Computer Science,average,3.0
Gerardo,Munck,International Studies,good,4.3
Navdeep,Mundi,Business,good,4.8
Chris,Muniz,Writing,good,4.8
Cynthia,Munzer,Music,good,5.0
Lilian Debbie,Murad,Social Work,good,4.8
Daniel,Murfet,Mathematics,average,3.4
Amy,Murphy,Architecture,good,5.0
Mary,Murphy,Journalism,good,3.8
Maiya,Murphy,Theatre,poor,1.0
Andrew,Murr,Writing,average,3.2
John,Murray,Writing,good,4.2
Lata,Murti,Humanities,good,3.5
Kelly,Musick,Sociology,average,3.0
Carol,Muske-Dukes,English,average,2.7
Jennifer,Musselman,Journalism,good,3.5
Juliet,Musso,Policy Planning & Development,good,4.3
Dowell,Myers,Policy Planning & Development,average,3.3
Brett,Myhren,Writing,good,4.5
Julie,Nack Ngue,Languages,good,4.5
Sherri,Nader,Social Work,good,4.5
Naz,Nageer,Information Science,good,3.5
Nazam,Nageer,Information Science,average,3.0
Frank,Nagle,Business,good,4.8
Murali,Nair,Social Work,good,5.0
Arjun,Nair,Religion,good,5.0
Sajeev,Nair,Business,good,5.0
Edna,Naito-Chan,Social Work,good,3.9
Aiichiro,Nakano,Physics,good,3.5
Joyce,Nakashima,Health Science,poor,1.0
Melanie,Nakaue,Fine Arts,good,4.5
Barbara,Nance,Cinema,good,4.2
Erika,Nanes,Writing,good,4.4
Albert,Napoli,Business,good,4.5
Ratika,Narag,Economics,average,2.9
Sri,Narayan,Chemistry,good,4.0
Krishnamurthy,Narayanaswamy,Computer Science,average,2.5
Brent,Nash,Computer Science,good,4.6
Afaf,Nash,Arabic amp Islamic Studies,good,5.0
Robert,Nashak,Cinema,good,4.0
Patrick,Nasiatka,Engineering,good,5.0
Navid,Nastar,Engineering,good,4.5
Daniel,Nation,Psychology,good,3.5
Jose,Navarro,Writing,good,4.1
Muhammad,Naveed,Computer Science,good,5.0
Krishna,Nayak,Engineering,good,5.0
Ashutosh,Nayyar,Engineering,good,4.2
Shahin,Nazarian,Engineering,good,4.9
Fatemeh Ibrahimi,Nazarian,Business,average,3.3
Hamid,Nazerzadeh,Business,good,3.6
Mohamed,Ndaoud,Mathematics,good,4.3
Andrew,Nealen,Cinema,good,4.0
Jacob,Nebel,Philosophy,good,3.5
Rob,Nederhorst,Cinema,good,3.5
Michael,Neely,Engineering,good,4.8
Mary Joan,Negro,Theater,good,4.6
Patricia,Nelson,Writing,good,4.8
Cory,Nelson,Writing,good,3.5
Alan,Nelson,Business,good,3.6
Olivia,Nelson,Cinema,poor,2.0
Dennis,Nemeschansky,Physics,average,3.2
Ekaterina,Neretina,Finance,good,4.0
Alexander,Neshitov,Mathematics,poor,2.0
Clifford,Neuman,Computer Science,average,3.5
Ulrich,Neumann,Computer Science,good,3.7
Ram,Nevatia,Computer Science,poor,2.4
Joshua,Newell,Business,poor,1.9
George,Newhouse,Political Science,good,3.7
Rick,Newmyer,Social Work,good,5.0
.,Nezami,Health Science,good,4.3
Tuan,Nguyen,Mathematics,good,4.4
Viet,Nguyen,Ethnic Studies,good,3.8
Jason,Nguyen,Art History,good,5.0
Zune,Nguyen,Engineering,good,5.0
Bret,Nielsen,Policy Planning amp Development,good,5.0
Chrisshonna,Nieva,Arts  Letters,average,3.3
Chrishonna,Nieva,American Studies,poor,2.0
Ivan,Nikkhoo,Business,good,4.2
Jaimovich,Nir,Economics,good,3.7
Rakesh,Niraj,Marketing,poor,2.0
Emily,Nix,Business,good,4.0
Doug,Noble,Architecture,good,4.7
Peyman,Nojoumian,Linguistics,good,4.9
Gilda,Noori,Medicine,average,3.0
Sean,Nordt,Medicine,good,5.0
Panivong,Norindr,Not Specified,good,5.0
Karen,North,Communication,good,5.0
Deidre,Norville,Social Work,good,4.2
Katherine,November,Social Work,good,4.0
Ali,Nowroozi,Engineering,good,4.5
Jeffrey,Nugent,Economics,average,3.4
Eric,Nulman,Architecture,poor,2.5
Steve,Nutt,Engineering,poor,1.6
Sergey,Nuzhdin,Biological Sciences,average,3.3
Sean,Nye,Music,good,3.7
Ann,O'Brian,Social Work,good,5.0
Jeremiah,O'Brian,Theatre,good,4.0
Diana,O'Brien,Political Science,good,4.4
Dave,O'brien,Cinema,good,4.0
Caitlin,O'Connell,Biological Sciences,good,4.0
Brian,O'Connell,Arts & Letters,good,5.0
Stephen,O'Leary,Communication,good,3.8
Daniel,O'Leary,Accounting,average,2.8
Lindsay,O'Neill,History,good,4.3
Hiroshi,Ochiumi,Business,good,3.6
Ruben,Ochoa,Fine Arts,average,3.0
Martin,Ocon-Gamarra,Spanish  Portuguese,good,5.0
Katsuhiko,Oda,Geography,good,3.5
Aimee,Odette,Social Work,good,5.0
Amy,Ogata,Art History,good,3.5
Andrew,Ogilvie,Writing,good,5.0
Maria,Ogneva,Accounting,good,4.8
Hans,Oh,Social Work,good,5.0
James,Okeeffe,Cinema,poor,1.0
Eric,Olesen,Health Science,poor,1.0
Paulina,Oliva Vallejo,Economics,good,5.0
Meghan,Olivas,Writing,good,5.0
Divana,Olivas,American Studies,good,5.0
Randee,Olive,Social Work,good,4.0
Celso,Oliveira,Spanish & Portuguese,good,5.0
Ellen,Oliveira,Spanish,good,3.9
Luis,Oliveira,Physical Education,good,5.0
Dan,Oliverio,Business,good,3.7
Thomas,Olson,Business,good,5.0
Brian,Olson,Fine Arts,good,4.2
John,Oltean,Law,good,5.0
Lee,Olvera,Architecture,good,3.9
Sheri ,Omens Kelfer,Social Work,good,3.8
Tomson,Ong,Policy Planning  Development,poor,1.9
Olu,Orange,Political Science,good,3.7
Gloria,Orenstein,Arts & Letters,average,2.6
Paul,Orfalea,Business,poor,2.0
Paul,Orlando,Business,good,4.2
George,Orras,Social Work,good,4.2
Antonio,Ortega,Engineering,good,3.5
Makiko,Osaka,East Asian Lang. & Literature,good,4.9
Vanessa,Osborne,Arts & Letters,good,4.3
Osonde,Osoba,Engineering,poor,1.0
James,Osterling,Policy Planning & Development,good,5.0
Vanessa,Ovalle,Spanish,good,5.0
Jennifer,Overbeck,Business,good,5.0
Michael,Overing,Communication,average,3.3
Franklin,Ow,Chemistry,good,3.7
Laura,Owen,Social Work,good,5.0
Ann,Owens,Sociology,good,4.7
James,Owens,Business,good,4.5
Wojciech,Ozanski,Mathematics,good,3.5
Oghuzan,Ozbas,Business,good,4.0
Vijay Kumar,P.,Engineering,good,3.9
Ben,Pack,Writing,good,4.5
Christina,Paddock,Social Work,good,5.0
Flora,Paganelli,Not Specified,poor,1.0
Kathryn,Page-Lippsmeyer,East Asian Languages & Cultures,average,3.0
Randy,Paige,Journalism,good,5.0
Sooran,Pak,East Asian Languages,good,5.0
Joseph,Palacios,Sociology,good,3.7
Kurt,Palmer,Engineering,poor,2.3
Roumyana,Pancheva,Linguistics,good,5.0
Anthony,Pancotti,Engineering,good,5.0
Emanuela,Panebianco,Business,good,3.7
Jongshi,Pang,Engineering,good,3.8
Patrick,Pankhurst,Theatre,good,4.8
Ketaki,Pant,History,good,5.0
Christine,Panushka,Cinema,average,2.5
Marco,Paolieri,Computer Science,good,5.0
Marco,Papa,Computer Science,good,4.1
George,Papavassilopoulos,Engineering,average,3.3
Mitra,Parineh,Writing,good,4.4
Sima,Parisay,Engineering,poor,1.4
Amy,Parish,Anthropology,average,3.0
Stephen,Park,English,good,4.5
Sung-Hwa,Park,Music,good,4.5
Sunyoung,Park,East Asian Languages,average,3.5
Jason,Park,Business,good,4.0
Robert,Parke,Engineering,good,5.0
Alice,Parker,Engineering,good,4.2
Richard,Parker,Fine Arts,good,4.0
Joel,Parker,Cinema,average,3.1
Tyan,Parker Dominguez,Social Work,average,3.3
Andrii,Parkhomenko,Economics,average,3.4
Krista,Parkinson,Cinema,good,5.0
Jessica,Parr,Chemistry,good,4.0
Andrea,Parra,Languages,good,4.4
Michelle,Parra,Social Work,good,3.9
Rhacel,Parrenas,Sociology,average,3.0
Michael,Parvin,Engineering,poor,2.3
John,Pascarella,Education,good,5.0
Thomas,Pashby,Philosophy,average,2.5
Manuel,Pastor,Geography,good,3.6
Glen,Pastores,Psychology,good,5.0
Sabrina,Pasztor,Business,good,4.3
Leah,Pate,English,poor,2.0
Leah,Pate,Writing,good,4.3
Ashok,Patel,Engineering,average,2.8
Chirag,Patel,Engineering,good,4.8
Scott,Paterson,Geology,average,2.5
Kosal,Path,International Studies,good,3.9
Michael,Patterson,Cinema,good,4.3
Kelly,Patterson,Business,average,2.8
Jonathan,Patterson,Music,good,5.0
Gregory,Patton,Communication,average,3.1
Alan,Patz,Business,poor,1.6
Arunima,Paul,Gender Studies,average,2.7
Mike,Paules,Policy Planning & Development,good,3.5
Julia,Paull,Fine Arts,good,4.4
Charles,Paus,Languages,good,4.0
Jacquelin,Pavlich,Theater,good,3.8
Brendan,Pawlowski,Mathematics,average,2.5
Stephanie,Payne,English,good,4.1
Kristy,Payne,Occupational Therapy,good,5.0
Louise,Peacock,Theatre,good,3.8
Celeste,Pearce,Medicine,poor,1.8
Ali,Pearl,Writing,good,5.0
Dan,Pecchenino,Writing,good,4.6
Lisa,Pecot-Hebert,Journalism,good,5.0
Massoud,Pedram,Engineering,good,3.8
Jessica,Peet,International Relations,good,3.5
Anita,Penkova,Engineering,average,3.0
Robert,Penner,Mathematics,good,4.9
James,Penner,English,good,5.0
July,Penrod,Education,good,3.5
Margo,Pensavalle,Education,good,4.3
Francis,Pereira,Business,average,2.7
Karen,Perez,Spanish,good,5.0
Alejandro,Perez Carballo,Philosophy,good,3.6
Nathan,Perl-Rosenthal,History,good,4.7
Kenneth,Perlman,Business,good,5.0
Herbert,Perlmutter,Accounting,good,4.0
Herb,Perlmutter,Accounting,poor,2.2
Lars,Perner,Business,good,3.5
Vahe,Peroomian,Science,good,4.7
Timothy,Pescatello,Management,good,5.0
Jack,Peters,Slavic Languages & Literatures,good,4.1
Kim,Peters,Engineering,good,5.0
Geraldine,Peters,Physics amp Astronomy,poor,1.0
Jennifer,Petersen,Communication,good,5.0
Carolann,Peterson,Social Work,good,3.6
Tom,Peterson,Social Work,good,3.8
Thomas,Peterson,Policy Planning  Development,good,5.0
Michael,Petitti,Arts  Letters,good,5.0
John,Petruska,Biology,poor,2.0
Victoria,Petryshyn,Environmental Studies,good,3.7
Paul,Petschek,Cinema,poor,1.0
Steve,Pfahler,Policy Planning amp Development,good,5.0
Carla,Pfeffer,Sociology,good,5.0
Eric,Pham,Music,average,3.3
Jenny,Phelps,Fine Arts,good,4.6
Marion,Philadelphia,Business,good,5.0
Payton,Phillips,Spanish & Portuguese,good,4.5
Bruce,Phillips,Religion,good,4.5
Kenneth,Phillips,Physics  Astronomy,good,4.7
Christian,Phillips,Political Science,good,5.0
Shane,Phillips,Policy Planning & Development,good,5.0
Mark,Phillips,Policy Planning  Development,good,4.0
Carolyn,Phillips,Biological Sciences,average,3.4
Zal,Phiroz,Business,good,4.3
Jessica,Piazza,Writing,good,4.8
Trevor,Pickering,Medicine,poor,1.8
Louie,Piday,Theatre,average,2.8
Leah,Piehl,Theatre,poor,2.3
Elena,Pierpaoli,Physics  Astronomy,poor,1.6
Jillian,Pierson,Communication,good,4.0
Joan,Piggott,History,poor,1.9
Christian,Pike,Gerontology,good,4.5
Krzysztof,Pilch,Physics  Astronomy,poor,2.3
Isabelle,Pilliere Mazumdar,Physical Education,good,5.0
Gabrielle,Pina,Writing,good,4.8
Fabien,Pinaud,Biological Sciences,average,2.5
Jane,Pinckard,Cinema,good,4.4
Karen,Pinkney,Social Work,good,4.0
Karen,Pinkus,Literature,poor,1.5
Brijesh,Pinto,Economics,good,3.9
Massoud,Pirbazari,Engineering,average,2.6
Mark,Pisano,Policy Planning & Development,poor,1.0
Lodovico,Pizzati,Economics,average,2.8
John,Platt,Geology,average,3.5
William,Platt,Information Science,poor,2.3
Julia,Plotts,Finance,good,4.4
Rey,Pocius,Computer Science,good,5.0
David,Poe,Music,good,5.0
Mehmet,Polatel,Ethnic Studies,good,5.0
Gioia,Polidori,Kinesiology,good,5.0
Morgan,Polikoff,Education,good,5.0
James,Polk,English,good,4.2
Daniel,Pollack,Music,good,5.0
Stefan,Pollack,Journalism,good,4.5
Gregory,Pollack,Marketing,good,3.6
Gregory,Pollack,Business,good,5.0
Christine,Pollard,Occupational Therapy,good,5.0
John,Pollini,Art History,good,4.1
Stephen,Poloni,Music,good,5.0
Aleksey,Polunchenko,Mathematics,good,3.8
Ben,Pomerantz,Social Work,average,2.8
Warren,Ponder,Social Work,good,5.0
Allison,Ponzio,Gerontology,good,5.0
Keziah,Poole,French  Italian,average,3.3
Amanda,Pope,Cinema,good,5.0
Christine,Porath,Business,good,3.7
Alexandra,Portaro,Medicine,poor,1.0
Leslie,Porter,Accounting,average,3.3
Dawn,Porter,Business,good,4.3
Sarah,Portnoy,Spanish & Portuguese,good,4.3
Mary,Posatko,Cinema,good,5.0
Steve,Posner,Writing,good,3.9
Zach,Posner,Communication,good,5.0
Ben,Poston,Journalism,good,4.0
Akshay,Potnuru,Engineering,poor,2.0
Soshanna,Potter,Chemistry,average,2.7
Brady,Potts,Sociology,good,3.9
Joseph,Potts,Fine Arts,good,4.1
Michelle,Povinelli,Engineering,average,2.7
Amy,Powell,Art History,good,4.0
Maria,Prados,Economics,poor,2.0
Ankush,Prasad,Computer Science,good,5.0
Smrithi,Prasad,Business,poor,1.0
Viktor,Prasanna,Engineering,poor,1.8
Aluizio,Prata,Engineering,good,3.5
Matthew,Pratt,Chemistry,good,3.6
Sarah,Pratt,Arts & Letters,good,3.7
Timo,Preece,Music,average,3.4
James,Preis,Law,good,4.0
Samuel,Prentice,Social Work,good,5.0
Carol,Prescott,Psychology,poor,2.0
Oleg,Prezhdo,Chemistry,average,3.1
Joseph,Priester,Marketing,poor,2.4
David,Pritchard,Computer Science,good,4.5
Steve,Proffitt,Journalism,good,3.5
Davide,Proserpio,Business,good,3.9
Wlodek,Proskurowski,Mathematics,average,2.8
Aris,Protopapadakis,Business,poor,1.5
Demetrios,Psihopaidas,Sociology,good,5.0
Konstantinos,Psounis,Engineering,good,3.5
Yvonne,Puig,Writing,good,4.7
Jay,Pujara,Computer Science,good,3.5
Molly,Pulda,English,good,5.0
Laura,Pulido,Geography,average,2.6
Sanjay,Purushotham,Computer Science,good,3.9
Emily,Putnam-Hornstein,Social Work,good,4.0
Gandhi,Puvvada,Engineering,good,4.0
Beth,Pyatak,Health Science,good,4.7
David,Pynadath,Computer Science,poor,1.1
Feng,Qi,Mathematics,average,3.0
Feifei,Qian,Engineering,poor,1.0
Xuehai,Qian,Engineering,good,3.8
Peter,Qin,Chemistry,average,2.5
Minnange,Qin,East Asian Languages,good,5.0
Vincenzo,Quadrini,Economics,good,4.3
Dave,Quast,Communication,average,3.0
Katie,Queen,Fine Arts,good,4.7
Michael,Quick,Biology,good,4.2
Michael,Quinlan,Chemistry,average,2.7
Carol,Quinn,Journalism,poor,1.2
Taqueena,Quintana,Education,good,5.0
Katrina,Quisimbing King,Sociology,good,3.5
Jonathan,Quong,Philosophy,average,3.4
Robert,Rabiee,English,good,5.0
Valerie,Rachelle,Theater,good,4.5
Peter,Radchenko,Business,good,4.0
Vlad,Radoias,Not Specified,good,4.8
Charles,Radovich,Engineering,good,4.3
Samia,Rafeedie,Occupational Therapy,good,4.8
Joe,Raffiee,Business,good,5.0
Saty,Raghavachary,Computer Science,good,4.5
Cauligi,Raghavendra,Engineering,average,3.0
Gigi,Ragusa,Education,average,3.1
Maurice,Rahimi,Policy Planning & Development,average,2.8
Mansour,Rahimi,Engineering,average,3.0
Helen,Rain,Mathematics,average,3.0
Joshua,Rains,Fine Arts,good,5.0
Sairam,Raj,Computer Science,poor,1.0
Shefali,Rajamannar,Writing,good,4.3
Mohammad,Rajati,Engineering,good,4.3
Raymond,Rakhshani,Engineering,poor,2.0
Peter,Ralph,Biological Sciences,poor,1.8
Rodney,Ramcharan,Finance,average,3.0
Rodney,Ramcharan,Economics,poor,2.0
Thomas,Ramsey,Business,good,3.8
Harly,Ramsey,Engineering,good,3.8
Smrity,Randhawa,Accounting,good,4.2
Sayd,Randle,Environmental Studies,average,3.0
Michael,Rank,Social Work,good,5.0
Ed,Ransford,Sociology,good,4.7
Heikki,Rantakari,Business,average,3.0
Bapa,Rao,Computer Science,poor,1.9
Bradley,Rapier,Theatre,good,5.0
Manochehr,Rashidian,Economics,average,2.8
Nina,Rathbun,Political Science,good,3.8
Brian Christopher,Rathbun,International Relations,average,3.3
Bradley,Rava,Business,good,5.0
Jayakanth,Ravichandran,Science,poor,2.0
Eric,Rawson,Writing,good,4.5
Meisam,Razaviyayn,Engineering,good,5.0
Saba,Razvi,Writing,good,3.5
Stephen,Read,Psychology,average,3.3
Stefano,Rebeggiani,Classics,good,4.7
Amy,Rechenmacher,Engineering,good,3.7
Larry,Redekopp,Engineering,good,4.9
Mark,Redekopp,Engineering,good,4.8
Scott,Reding,Writing,good,5.0
Shana,Redmond,Not Specified,average,3.1
Victor,Regnier,Architecture,good,3.7
Ben,Reichardt,Engineering,average,3.3
Tisha,Reichle-Aguilera,Writing,good,4.0
Evangelina,Reina,Social Work,good,3.9
Janice,Reisch,Social Work,average,3.4
Hanna,Reisler,Chemistry,good,4.3
Garrett,Reisman,Engineering,good,5.0
Sheryl,Reiss,Art History,good,5.0
Ann,Renken,Psychology,good,3.7
Alison,Renteln,Political Science,average,3.3
Aristides,Requicha,Computer Science,good,5.0
William,Resh,Policy Planning amp Development,average,2.7
Andrea,Reyes,Languages,good,4.0
Hector,Reyes,Art History,good,4.3
Janna,Rezaee,Policy Planning & Development,average,3.4
Min-Kyoung,Rhee,Gerontology,good,5.0
Edward,Rhodes,Physics,average,3.0
Konrad,Ribeiro,Marketing,good,5.0
Stephen,Rich,Law,good,5.0
Daniel,Richter,Classics,average,3.1
Geert,Ridder,Economics,average,3.3
Nathaniel,Riggs,Health Science,good,4.8
Robert,Riley,Accounting,good,3.7
Matthew,Ripley,Sociology,good,4.6
Sandra,Ritz,Mathematics,average,2.8
DeAnna,Rivera,Writing,good,4.8
Ron,Rizk,Fine Arts,good,4.6
Oliver ,Rizk,Biological Sciences,good,3.8
Sergio,Rizzo-Fontanesi,Social Work,good,4.7
Kevin,Robb,Philosophy,good,3.9
Christiane,Robbins,Fine Arts,good,4.8
Christiana,Robbins,Communication,good,4.0
Sean,Roberts,Art History,good,4.4
Bryan,Roberts,Philosophy,good,5.0
Tyson,Roberts,Political Science,average,2.9
Graham,Robertson,Journalism,good,5.0
Peter,Robertson,Policy Planning amp Development,good,4.0
Peter,Robinson,Cinema,good,4.9
Melissa,Robinson,Journalism,good,4.8
Kevin,Robinson,Physical Education,good,5.0
Katie,Robinson,Writing,poor,2.0
Katherine,Robison,Writing,good,4.0
Luz,Robles,Social Work,good,3.5
Sergio,Robles-Puente,Spanish,good,4.5
Maria,Rodas,Marketing,good,5.0
Jessica,Roderer,Music,good,4.0
Howard,Rodman,Cinema,poor,1.5
Edson,Rodriguez Cruz,Sociology,good,4.9
Phil,Rogers,Business,good,3.8
Phillip,Rogers,Applied Business Statistics,average,3.2
Shawn,Roll,Occupational Therapy,good,4.8
David,Rollo,English,good,4.6
Cynthia,Rollo-Carlson,Social Work,good,4.7
David,Roman,English,good,3.5
Danielle,Roman,Physical Education,good,4.8
Elda,Romãn,English,good,3.9
Heather,Romero,Computer Science,good,4.2
David,Romero,Physical Education,good,4.0
John,Romley,Economics,average,2.5
Paul,Ronney,Engineering,average,3.1
Dennis,Rook,Marketing,good,5.0
Jennifer,Rooney,Physical Education,good,5.0
Jacob,Rooney,Mathematics,average,2.5
Azade-Ayse,Rorlich,History,average,2.5
Michelle,Rosado,Writing,good,4.2
David,Rose,Mathematics,average,3.3
Emily,Rose,Medicine,good,5.0
Stanley,Rosen,Political Science,average,3.3
Gary,Rosen,Mathematics,good,3.7
Jennifer,Rosen,Sociology,good,5.0
Howard,Rosenberg,Film,average,3.1
Paul,Rosenbloom,Computer Science,poor,1.6
Bryn,Rosenfeld,Political Science,good,3.5
Margaret,Rosenthal,Arts & Letters,good,4.5
Rachel,Roske,Fine Arts,good,5.0
Steven,Ross,History,good,3.6
Jacob,Ross,Philosophy,average,3.1
Sandra,Ross,Writing,good,4.4
Joseph,Ross,Mathematics,poor,2.2
Lily,Ross,Social Work,good,4.7
Sheldon,Ross,Engineering,poor,1.8
Mansour,Rostami,Medicine,good,4.8
Mohammad,Rostami,Computer Science,poor,2.0
Eric,Roth,Writing,good,4.8
Goldie,Roth,Engineering,good,5.0
Ramzi,Rouighi,History,average,3.5
Silvia,Rousseau,Education,good,3.7
Jack,Rowe,Theater,good,5.0
John,Rowe,English,average,3.1
Chris,Roze,Music,good,4.1
Sandra,Rozo,Business,good,4.7
Kimberly,Rubal,Computer Science,good,4.8
Bonnie,Ruberg,Gender Studies,good,5.0
Adam,Rubin,Religion,average,2.5
Kelsey,Rubin-Detlev,Slavic Languages & Literatures,average,2.8
John,Rubinstein,Theater,good,4.2
Darren,Ruddell,Science,good,4.8
Deniz,Rudin,Linguistics,average,2.5
Alvin,Rudisill,Religion,poor,2.0
Mark,Ruff,Policy Planning  Development,good,4.5
Xochitl,Ruiz,Anthropology,good,4.6
Heidi,Rummel,Law,poor,1.5
Walter,Rusin,Mathematics,good,4.0
Paat,Rusmevichientong,Business,good,4.7
Heather,Russell,Mathematics,good,4.7
Jeffrey,Russell,Philosophy,good,4.2
Bea,Russell Sanford,English,good,4.0
Meg,Russett,English,good,4.6
Brian,Ryals,Mathematics,good,4.5
Thomas,Ryan,Business,good,3.7
Darryl,Ryan,Communication,good,5.0
Tatyana,Ryutov,Computer Science,poor,1.9
Juan,Saavedra,Economics,good,4.5
Craig,Sabin,Writing,good,3.5
Pat,Sable,Social Work,poor,2.1
Stephanie,Sabo,Design,good,4.7
Kate,Sachnoff,Social Work,good,3.6
Matthew,Sachs,Psychology,good,5.0
Robert,Sacker,Mathematics,poor,2.0
Satwindar,Sadhal,Engineering,good,4.2
Nina,Sadowsky,Cinema,good,5.0
Oussama,Safadi,Engineering,good,4.2
Mohammad,Safarzadeh,Economics,good,3.9
Kenji,Sagae,Computer Science,good,4.8
Sparsha,Saha,International Relations,good,4.7
Muhammad,Sahimi,Engineering,average,2.8
Satish,Sahoo,Accounting,good,3.7
Arash,Saifhashemi,Engineering,good,5.0
Leland,Saito,Sociology,good,4.2
Takahiro,Sakai,Mathematics,good,4.9
Shinici,Sakata,Economics,poor,2.3
Maria,Salnikova,Slavic Languages amp Literatures,good,5.0
Anthony,Salomone,Marketing,average,3.2
Joe,Saltzman,Journalism,good,4.8
Samih,Samaha,Social Work,good,5.0
Charles,Sammis,Geology,average,3.1
Christopher,Sampson,Music,good,5.0
Sofia,Sanabrais,Art History,good,4.5
Eliz,Sanasarian,Political Science,good,4.0
George,Sanchez,Ethnic Studies,good,4.0
Alejandro ,Sanchez,Medicine,poor,2.0
Alisa,Sanchez,Writing,good,3.7
Juan,Sanchez-Vazquez,Engineering,good,5.0
Kathleen,Sand,Kinesiology,good,5.0
Kelly,Sanders,Engineering,good,4.8
Wayne,Sandholtz,International Relations,good,4.8
Neeshi,Sandhu,Social Work,poor,1.5
Linda,Sanner,Policy Planning amp Development,average,3.0
Lori,Santikian,Business,good,3.5
Amrit,Sapkota,English,good,4.5
Alex,Sarch ,Philosophy,good,4.2
Matthew,Sargent,History,good,4.7
Mahmood,Sariolghalam,Environmental Studies,good,4.0
Raffi,Sarkissian,Communication,poor,1.0
Sim,Sarna,Theatre,good,3.7
Mary,Sarotte,International Studies,good,3.9
Hiroshi,Sasaki,Education,good,4.0
Lakshmanan,Sathyavagiswaran,Medicine,good,5.0
Atia,Sattar,Writing,good,4.0
Evren,Savci,Women's Studies,good,4.0
James,Savoca,Cinema,poor,2.3
Alexander,Sawchuk,Engineering,good,4.7
Ann,Sawyer,English,good,4.3
Darby,Saxbe,Psychology,good,4.9
Robert,Scharlach,Accounting,good,4.1
Lacey,Schauwecker,Writing,good,4.7
Robert,Scheer,Communication,good,3.6
Jo-Michael,Scheibe,Music,poor,1.0
Barry,Schein,Languages,average,2.5
Roger,Schell,Information Science,good,4.8
Rachel,Schell,Biological Sciences,good,5.0
Susan,Schembre,Health Science,poor,2.2
Marc,Schiler,Architecture,good,5.0
Anne,Schindel,Writing,good,4.7
Michael,Schindler,Computer Science,average,2.6
Joshua,Schmidt,Physical Education,good,5.0
Christopher,Schmitt,Anthropology,good,3.8
Rick,Schmunk,Music,good,4.6
Jovi,Schnell,Fine Arts,good,5.0
Dan,Schnur,Political Science,good,4.9
Susan,Schober,Engineering,good,4.8
Robert,Scholtz,Engineering,good,4.5
